"href","question","completation_rate","level"
"https://leetcode.com/problems/remove-covered-intervals","1288. Remove Covered Intervals","56.1%","Med."
"https://leetcode.com/problems/minimum-falling-path-sum-ii","1289. Minimum Falling Path Sum II","63.3%","Hard"
"https://leetcode.com/problems/convert-binary-number-in-a-linked-list-to-integer","1290. Convert Binary Number in a Linked List to Integer","82.3%","Easy"
"https://leetcode.com/problems/sequential-digits","1291. Sequential Digits","65.3%","Med."
"https://leetcode.com/problems/maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold","1292. Maximum Side Length of a Square with Sum Less than or Equal to Threshold","53.9%","Med."
"https://leetcode.com/problems/shortest-path-in-a-grid-with-obstacles-elimination","1293. Shortest Path in a Grid with Obstacles Elimination","46.0%","Hard"
"https://leetcode.com/problems/weather-type-in-each-country","1294. Weather Type in Each Country","67.0%","Easy"
"https://leetcode.com/problems/find-numbers-with-even-number-of-digits","1295. Find Numbers with Even Number of Digits","79.6%","Easy"
"https://leetcode.com/problems/divide-array-in-sets-of-k-consecutive-numbers","1296. Divide Array in Sets of K Consecutive Numbers","59.0%","Med."
"https://leetcode.com/problems/maximum-number-of-occurrences-of-a-substring","1297. Maximum Number of Occurrences of a Substring","54.1%","Med."
"https://leetcode.com/problems/maximum-candies-you-can-get-from-boxes","1298. Maximum Candies You Can Get from Boxes","68.0%","Hard"
"https://leetcode.com/problems/replace-elements-with-greatest-element-on-right-side","1299. Replace Elements with Greatest Element on Right Side","71.8%","Easy"
"https://leetcode.com/problems/sum-of-mutated-array-closest-to-target","1300. Sum of Mutated Array Closest to Target","46.0%","Med."
"https://leetcode.com/problems/number-of-paths-with-max-score","1301. Number of Paths with Max Score","41.8%","Hard"
"https://leetcode.com/problems/deepest-leaves-sum","1302. Deepest Leaves Sum","86.5%","Med."
"https://leetcode.com/problems/find-the-team-size","1303. Find the Team Size","89.6%","Easy"
"https://leetcode.com/problems/find-n-unique-integers-sum-up-to-zero","1304. Find N Unique Integers Sum up to Zero","78.5%","Easy"
"https://leetcode.com/problems/all-elements-in-two-binary-search-trees","1305. All Elements in Two Binary Search Trees","80.2%","Med."
"https://leetcode.com/problems/jump-game-iii","1306. Jump Game III","66.6%","Med."
"https://leetcode.com/problems/verbal-arithmetic-puzzle","1307. Verbal Arithmetic Puzzle","34.8%","Hard"
"https://leetcode.com/problems/running-total-for-different-genders","1308. Running Total for Different Genders","86.2%","Med."
"https://leetcode.com/problems/decrypt-string-from-alphabet-to-integer-mapping","1309. Decrypt String from Alphabet to Integer Mapping","80.5%","Easy"
"https://leetcode.com/problems/xor-queries-of-a-subarray","1310. XOR Queries of a Subarray","78.2%","Med."
"https://leetcode.com/problems/get-watched-videos-by-your-friends","1311. Get Watched Videos by Your Friends","51.5%","Med."
"https://leetcode.com/problems/minimum-insertion-steps-to-make-a-string-palindrome","1312. Minimum Insertion Steps to Make a String Palindrome","73.4%","Hard"
"https://leetcode.com/problems/decompress-run-length-encoded-list","1313. Decompress Run-Length Encoded List","86.2%","Easy"
"https://leetcode.com/problems/matrix-block-sum","1314. Matrix Block Sum","76.2%","Med."
"https://leetcode.com/problems/sum-of-nodes-with-even-valued-grandparent","1315. Sum of Nodes with Even-Valued Grandparent","85.9%","Med."
"https://leetcode.com/problems/distinct-echo-substrings","1316. Distinct Echo Substrings","52.7%","Hard"
"https://leetcode.com/problems/convert-integer-to-the-sum-of-two-no-zero-integers","1317. Convert Integer to the Sum of Two No-Zero Integers","59.2%","Easy"
"https://leetcode.com/problems/minimum-flips-to-make-a-or-b-equal-to-c","1318. Minimum Flips to Make a OR b Equal to c","71.9%","Med."
"https://leetcode.com/problems/number-of-operations-to-make-network-connected","1319. Number of Operations to Make Network Connected","65.9%","Med."
"https://leetcode.com/problems/minimum-distance-to-type-a-word-using-two-fingers","1320. Minimum Distance to Type a Word Using Two Fingers","59.4%","Hard"
"https://leetcode.com/problems/restaurant-growth","1321. Restaurant Growth","57.9%","Med."
"https://leetcode.com/problems/ads-performance","1322. Ads Performance","58.8%","Easy"
"https://leetcode.com/problems/maximum-69-number","1323. Maximum 69 Number","84.5%","Easy"
"https://leetcode.com/problems/print-words-vertically","1324. Print Words Vertically","67.2%","Med."
"https://leetcode.com/problems/delete-leaves-with-a-given-value","1325. Delete Leaves With a Given Value","77.2%","Med."
"https://leetcode.com/problems/minimum-number-of-taps-to-open-to-water-a-garden","1326. Minimum Number of Taps to Open to Water a Garden","50.8%","Hard"
"https://leetcode.com/problems/list-the-products-ordered-in-a-period","1327. List the Products Ordered in a Period","71.7%","Easy"
"https://leetcode.com/problems/break-a-palindrome","1328. Break a Palindrome","51.6%","Med."
"https://leetcode.com/problems/sort-the-matrix-diagonally","1329. Sort the Matrix Diagonally","83.1%","Med."
"https://leetcode.com/problems/reverse-subarray-to-maximize-array-value","1330. Reverse Subarray To Maximize Array Value","43.6%","Hard"
"https://leetcode.com/problems/rank-transform-of-an-array","1331. Rank Transform of an Array","70.8%","Easy"
"https://leetcode.com/problems/remove-palindromic-subsequences","1332. Remove Palindromic Subsequences","76.9%","Easy"
"https://leetcode.com/problems/filter-restaurants-by-vegan-friendly-price-and-distance","1333. Filter Restaurants by Vegan-Friendly, Price and Distance","63.9%","Med."
"https://leetcode.com/problems/find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance","1334. Find the City With the Smallest Number of Neighbors at a Threshold Distance","71.8%","Med."
"https://leetcode.com/problems/minimum-difficulty-of-a-job-schedule","1335. Minimum Difficulty of a Job Schedule","59.7%","Hard"
"https://leetcode.com/problems/number-of-transactions-per-visit","1336. Number of Transactions per Visit","47.8%","Hard"
"https://leetcode.com/problems/the-k-weakest-rows-in-a-matrix","1337. The K Weakest Rows in a Matrix","74.2%","Easy"
"https://leetcode.com/problems/reduce-array-size-to-the-half","1338. Reduce Array Size to The Half","69.3%","Med."
"https://leetcode.com/problems/maximum-product-of-splitted-binary-tree","1339. Maximum Product of Splitted Binary Tree","48.1%","Med."
"https://leetcode.com/problems/jump-game-v","1340. Jump Game V","64.6%","Hard"
"https://leetcode.com/problems/movie-rating","1341. Movie Rating","42.4%","Med."
"https://leetcode.com/problems/number-of-steps-to-reduce-a-number-to-zero","1342. Number of Steps to Reduce a Number to Zero","85.7%","Easy"
"https://leetcode.com/problems/number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold","1343. Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold","71.6%","Med."
"https://leetcode.com/problems/angle-between-hands-of-a-clock","1344. Angle Between Hands of a Clock","64.3%","Med."
"https://leetcode.com/problems/jump-game-iv","1345. Jump Game IV","46.2%","Hard"
"https://leetcode.com/problems/check-if-n-and-its-double-exist","1346. Check If N and Its Double Exist","41.5%","Easy"
"https://leetcode.com/problems/minimum-number-of-steps-to-make-two-strings-anagram","1347. Minimum Number of Steps to Make Two Strings Anagram","82.4%","Med."
"https://leetcode.com/problems/tweet-counts-per-frequency","1348. Tweet Counts Per Frequency","45.8%","Med."
"https://leetcode.com/problems/maximum-students-taking-exam","1349. Maximum Students Taking Exam","53.2%","Hard"
"https://leetcode.com/problems/students-with-invalid-departments","1350. Students With Invalid Departments","89.8%","Easy"
"https://leetcode.com/problems/count-negative-numbers-in-a-sorted-matrix","1351. Count Negative Numbers in a Sorted Matrix","79.4%","Easy"
"https://leetcode.com/problems/product-of-the-last-k-numbers","1352. Product of the Last K Numbers","62.8%","Med."
"https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended","1353. Maximum Number of Events That Can Be Attended","38.8%","Med."
"https://leetcode.com/problems/construct-target-array-with-multiple-sums","1354. Construct Target Array With Multiple Sums","36.6%","Hard"
"https://leetcode.com/problems/activity-participants","1355. Activity Participants","72.0%","Med."
"https://leetcode.com/problems/sort-integers-by-the-number-of-1-bits","1356. Sort Integers by The Number of 1 Bits","78.9%","Easy"
"https://leetcode.com/problems/apply-discount-every-n-orders","1357. Apply Discount Every n Orders","65.1%","Med."
"https://leetcode.com/problems/number-of-substrings-containing-all-three-characters","1358. Number of Substrings Containing All Three Characters","73.4%","Med."
"https://leetcode.com/problems/count-all-valid-pickup-and-delivery-options","1359. Count All Valid Pickup and Delivery Options","64.9%","Hard"
"https://leetcode.com/problems/number-of-days-between-two-dates","1360. Number of Days Between Two Dates","52.2%","Easy"
"https://leetcode.com/problems/validate-binary-tree-nodes","1361. Validate Binary Tree Nodes","44.0%","Med."
"https://leetcode.com/problems/closest-divisors","1362. Closest Divisors","61.9%","Med."
"https://leetcode.com/problems/largest-multiple-of-three","1363. Largest Multiple of Three","33.1%","Hard"
"https://leetcode.com/problems/number-of-trusted-contacts-of-a-customer","1364. Number of Trusted Contacts of a Customer","74.8%","Med."
"https://leetcode.com/problems/how-many-numbers-are-smaller-than-the-current-number","1365. How Many Numbers Are Smaller Than the Current Number","87.4%","Easy"
"https://leetcode.com/problems/rank-teams-by-votes","1366. Rank Teams by Votes","59.9%","Med."
"https://leetcode.com/problems/linked-list-in-binary-tree","1367. Linked List in Binary Tree","51.9%","Med."
"https://leetcode.com/problems/minimum-cost-to-make-at-least-one-valid-path-in-a-grid","1368. Minimum Cost to Make at Least One Valid Path in a Grid","70.8%","Hard"
"https://leetcode.com/problems/get-the-second-most-recent-activity","1369. Get the Second Most Recent Activity","67.3%","Hard"
"https://leetcode.com/problems/increasing-decreasing-string","1370. Increasing Decreasing String","77.1%","Easy"
"https://leetcode.com/problems/find-the-longest-substring-containing-vowels-in-even-counts","1371. Find the Longest Substring Containing Vowels in Even Counts","75.7%","Med."
"https://leetcode.com/problems/longest-zigzag-path-in-a-binary-tree","1372. Longest ZigZag Path in a Binary Tree","66.9%","Med."
"https://leetcode.com/problems/maximum-sum-bst-in-binary-tree","1373. Maximum Sum BST in Binary Tree","46.0%","Hard"
"https://leetcode.com/problems/generate-a-string-with-characters-that-have-odd-counts","1374. Generate a String With Characters That Have Odd Counts","78.4%","Easy"
"https://leetcode.com/problems/number-of-times-binary-string-is-prefix-aligned","1375. Number of Times Binary String Is Prefix-Aligned","65.9%","Med."
"https://leetcode.com/problems/time-needed-to-inform-all-employees","1376. Time Needed to Inform All Employees","60.4%","Med."
"https://leetcode.com/problems/frog-position-after-t-seconds","1377. Frog Position After T Seconds","37.4%","Hard"
"https://leetcode.com/problems/replace-employee-id-with-the-unique-identifier","1378. Replace Employee ID With The Unique Identifier","83.5%","Easy"
"https://leetcode.com/problems/find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree","1379. Find a Corresponding Node of a Binary Tree in a Clone of That Tree","85.8%","Easy"
"https://leetcode.com/problems/lucky-numbers-in-a-matrix","1380. Lucky Numbers in a Matrix","79.9%","Easy"
"https://leetcode.com/problems/design-a-stack-with-increment-operation","1381. Design a Stack With Increment Operation","80.0%","Med."
"https://leetcode.com/problems/balance-a-binary-search-tree","1382. Balance a Binary Search Tree","84.7%","Med."
"https://leetcode.com/problems/maximum-performance-of-a-team","1383. Maximum Performance of a Team","47.7%","Hard"
"https://leetcode.com/problems/total-sales-amount-by-year","1384. Total Sales Amount by Year","61.2%","Hard"
"https://leetcode.com/problems/find-the-distance-value-between-two-arrays","1385. Find the Distance Value Between Two Arrays","71.1%","Easy"
"https://leetcode.com/problems/cinema-seat-allocation","1386. Cinema Seat Allocation","43.4%","Med."
"https://leetcode.com/problems/sort-integers-by-the-power-value","1387. Sort Integers by The Power Value","71.4%","Med."
"https://leetcode.com/problems/pizza-with-3n-slices","1388. Pizza With 3n Slices","53.5%","Hard"
"https://leetcode.com/problems/create-target-array-in-the-given-order","1389. Create Target Array in the Given Order","86.4%","Easy"
"https://leetcode.com/problems/four-divisors","1390. Four Divisors","46.1%","Med."
"https://leetcode.com/problems/check-if-there-is-a-valid-path-in-a-grid","1391. Check if There is a Valid Path in a Grid","49.8%","Med."
"https://leetcode.com/problems/longest-happy-prefix","1392. Longest Happy Prefix","51.0%","Hard"
"https://leetcode.com/problems/capital-gainloss","1393. Capital Gain/Loss","84.7%","Med."
"https://leetcode.com/problems/find-lucky-integer-in-an-array","1394. Find Lucky Integer in an Array","75.4%","Easy"
"https://leetcode.com/problems/count-number-of-teams","1395. Count Number of Teams","70.1%","Med."
